Chapter 3: Equipment

The Basics of Equipment
All characters are assumed to begin with sturdy clothes suitable for adventuring. Any other equipment desired should be purchased using the character’s starting wealth of 3d6x10gp. 
Each character should purchase equipment suitable for their class. For example, fighters should purchase arms and armor to fight monsters and survive blows, while thieves need rope, crowbars, lock picks, and other special tools to scale obstacles, find traps, and open locks. Clerics will require holy symbols to drive back undead and mages will need spellbooks to record their dweomers. 

Coins and Money
Equipment is purchased using money. Paper currency is non-existent in the world of Adventurer Conqueror King, so money takes the form of coins of precious metal, the most important of which is the gold piece (gp). A gold piece is worth 2 electrum pieces (ep) or 10 silver pieces (sp). Each silver piece is worth 10 copper pieces (cp). In addition to copper, silver, electrum, and gold coins, there are also platinum pieces (pp), which are each worth 5gp. 

What’s a Gold Piece Worth?
To put the value of currency in perspective, the Standard of Living table, below, shows how far a gold piece will go towards cost of living at different standards of comfort. A single gold piece is enough for a peasant to subsist at a wretched quality of life. Early in their career, adventurers will typically live on a few dozen gold pieces per month, enough to eat and sleep at an inn. A dragon’s treasure hoard of 50,000gp might keep a village of peasants alive for decade, but merely cover a prince’s monthly budget. Wealth is assumed to be highly concentrated in ACKS campaign worlds.

Exchange Value
Coins			Cp	Sp	Ep	Gp	Pp
Copper Piece (cp) =	1	1/10	1/50	1/100	1/500
Silver Piece (sp) =	10	1	1/5	1/10	1/50	
Electrum Piece (ep) =	50	5	1	1/2	1/10
Gold Piece (gp) =   	100	10	2	1	1/5
Platinum Piece (pp) =	500	50	10	5	1

Standard of Living  	Monthly Cost		Common Professions
Wretched    		1gp			Serfs and peasants
Meager			3gp-12gp		Unskilled manual laborers
Adequate		12gp-40gp		Skilled laborers or journeyman crafters, 1st level adventurers
Comfortable		40gp-100gp		Master craftsmen or yeomen farmer (85 acres), 2nd level adventurers
Prosperous		100gp-450gp		Master professionals or landed patrician (200 acres), 3rd-4th level adventurers
Affluent		450gp-2,000gp		Barons or wealthy patricians, 5th-7th level adventurers
Sumptuous		2,000-12,000gp		Marquis or counts, 8th-9th level adventurers
Luxuriant		12,000-80,000gp 	Dukes or princes, 10th-12th level adventurers
Lavishly Opulent	80,000gp+		Kings or emperors, 13th-14th level adventurers

Purchasing Equipment	
The arms, armor, and mundane gear available for purchase are listed on the Weapons and Equipment tables. These lists will also be handy when characters need to restock supplies between adventures. The equipment and other items listed on the Weapons and Equipment table are described in detail in the Equipment Descriptions section. 
Should the players wish to purchase items not provided in the equipment lists, the Judge may use the items available as guidelines for determining new items’ characteristics and including prices.
All purchases should be recorded on the character sheet, noting how much money remains afterward. Most adventurers do not begin play with enough wealth to get everything they want – indeed, the quest for wealth is one of the primary motives for adventuring at all!
Regardless of class limitations, characters of any class may purchase, carry, and use any weapons or armor desired. However, characters who equip themselves with weapons and armor unusable by their class will fight as 0th level characters while so equipped. They also will receive no bonus on their attack throws or armor class from ability scores or equipment, may not use any of their class powers, and do not gain XP. 
EXAMPLE: Quintus, a mage, dons plate armor. While so equipped, he fights as a 0th level character, loses any attack throw or AC bonuses from his ability scores or equipment, cannot cast spells, and does not gain XP.

Equipment Availability
Adventurers may sometimes wish to purchase equipment in greater volume than the town they are in can handle. This is not normally a concern when characters are just beginning their career. But if experienced adventurers decide they want to use a dragon’s hoard to equip all their followers with fur cloaks (15gp each) and purchase a dozen heavy warhorses (750gp each) with plate barding (600gp each), they may find such goods are simply unavailable in the quantities they desire! 
The amount of equipment available for purchase is determined by the price of the equipment relative to the size of the market the adventurers are in. A market can be anything from a village’s humble fair to a city-state’s outdoor bazaar to the ports of a major metropolis. Markets are rated by market class from I to VI, which rate their size and importance.
The vast mercantile hubs of empires, with urban populations of 100,000 or more, constitute Class I. Major ports, national capitals, and other large cities of 25,000 or more inhabitants constitute Class II. Provincial capitals and medium-sized cities of 8,750 to 25,000 inhabitants make up Class III. Small cities and large towns of 3,000 to 8,750 inhabitants make up Class IV. Small towns and large villages of 1,250 to 3,000 inhabitants are Class V. Any village of 1,250 inhabitants or less is Class VI. Market classes are also important for hiring henchmen, as discussed in the Hirelings, Henchmen, Mercenaries, and Specialists section below, and for trade and commerce, as discussed in the Mercantile Ventures section in the Campaigns chapter. 
The Equipment Availability by Market Class table shows how many units of any piece of equipment are available in each type of market each month. Some values will indicate a percentage chance; this is chance of one unit being present at all in any given month. 
Note that the values given are the number of each specific item, not the total number of items at that price level. For instance, a Class IV market will have 5 swords, 5 battle axes, and 5 of each other item priced at 2-10gp. Multiple small items sold as a bundle (such as 12 spikes, 6 torches, 20 arrows, etc) count as one item for purposes of the Equipment Availability by Market Class table.

Equipment Availability by Market Class 
Price	  	       Class I      Class II	       Class III	Class IV	Class V		Class VI
1gp or less	       1,700 	    585	  	       260   		65    		30    		10
2gp-10gp	       100	    30		       15		5		1		1
11-100gp	       15	    5		       2		1		25%		10%
101-1,000gp	       7	    2		       1		25%		10%		5%
1,001-10,000gp	       2	    1		       25%		10%		5%		1%
10,001gp or more       10%	    5%		       2%		NA		NA		NA

EXAMPLE: Marcus is in a city of 20,000, a Class III market. He wants to buy a war galley (60,000gp), medium warhorse (250gp), 2 suits of plate armor (60gp each), 20 swords (10gp each), 100 bundles of 6 torches (1sp each) and 200 flasks of oil (3sp each). A Class III market has 260 units of any equipment priced 1gp or less, so he finds the 100 bundles of 6 torches and 200 flasks of oil without problem. A Class III market has only 15 units of any equipment priced 10gp or less, so only 15 swords are available. Since he needs the weapons to equip his men, he settles on 15 swords and 5 battle-axes. A Class III market has 2 units of equipment priced at 11-100gp and 1 unit at 101-1,000gp, so he is able to buy the 2 suits of plate armor and medium warhorse. There is only a 2% chance of a war galley being available, and the Judge rolls a 42; Marcus cannot find that type of ship in the city this month.

Commissioning Equipment
If equipment the adventurers desire to purchase is not available, they may commission it to be created. The advantage of commissioning equipment is that more equipment can be commissioned than is available as inventory; treat the equipment as if it were one price category less expensive to calculate the volume available. The disadvantage of commissioning equipment is that it is not immediately available. Buildings and vehicles, which can be built by large groups, are constructed at a rate of 1 day per 500gp value. Animals take 1 day per 1gp value to find and train. Other equipment takes 1 day per 5gp value. 
EXAMPLE: Marcus decides he’d like to commission a shipwright to build a war galley. Since Marcus is commissioning the war galley, the Judge checks for availability as if the war galley were one price category less expensive, putting it in the 1,001-10,00gp row. There is a 25% chance that a war galley could be commissioned in a Class III city this month. The Judge rolls a 17 on 1d100, so a shipwright is available. It will take 120 days for the war galley to be finished (60,000gp / 500gp per day). 

Weapons and Equipment
Armor				Cost	AC		|Weapons		           Cost		Damage*
       		       	        Class I		Class II	Class III	Class IV	Class V		Class VI
Mercenaries	    
 Light Infantry			4d100		5d20		5d10		3d4		1d6		1d2
 Heavy Infantry	    		2d100		5d10		3d8		1d8		1d3		1 (85%)
 Slinger	    		8d20		4d10		2d10		1d6		1d2		1 (70%)  
 Bowman		    		8d20		4d10		2d10		1d6		1d2		1 (70%) 
 Crossbowman	    		8d20		4d10		2d10		1d6		1d2		1 (70%) 
 Longbowman 	    		4d20		2d10		1d10		1d3		1		1 (33%)
 Light Cavalry 	    		4d20		2d10		1d10		1d3		1		1 (33%) 
 Mounted Crossbowman*		3d20		4d4		2d4		1d2		1 (75%)		1 (25%)
 Horse Archers 			3d20		4d4		2d4		1d3		1 (70%)		1 (23%)
 Medium Cavalry			3d20		4d4		2d4		1d2		1 (70%)		1 (23%)
 Heavy Cavalry 			4d10		1d10		1d6		1d2 (50%)	1 (50%)		1 (15%)
 Cataphract Cavalry 		3d10 		1d8		1d4		1d2 (33%)	1 (40%)		1 (10%)
 Wolf Riders* 			3d10 		1d8		1d4		1d2 (33%)	1 (40%)		1 (10%)
Specialists			
 Alchemist			1d10		1d3		1		1 (33%)		1 (15%)		1 (5%)
 Animal Trainer – Common	5d10		2d6		1d6		1d2		1 (65%)		1 (20%)
 Animal Trainer – Exotic	1d10		1d3		1 		1 (33%)		1 (15%)		1 (5%)
 Armorer	       		3d10 		2d4		1d4		1 		1 (40%)		1 (15%)
 Engineer			1d10		1d3		1 		1 (33%)		1 (15%)		1 (5%)
 Healer				5d10		2d6		1d6		1d2		1 (65%)		1 (20%)
 Healer – Physicker		3d10 		2d4		1d4		1		1 (40%)		1 (15%)
 Healer – Chirugeon		1d10		1d3		1 		1 (33%)		1 (15%)		1 (5%)
 Mariner – Captain		4d6		1d6		1d3		1 (80%)		1 (33%)		1 (10%)
 Mariner – Navigator		5d10		1d12		1d6		1d2		1 (60%)		1 (45%)
 Mariner – Sailor/Rower		4d100		5d20		5d10		3d4		1d6		1d2
 Ruffian – Carouser		4d100		5d20		5d10		3d4		1d6		1d2
 Ruffian – Footpad		5d20		4d6		2d6		1d3		1d2		1 (40%)
 Ruffian - Reciter		5d20		4d6		2d6		1d3		1d2		1 (40%)
 Ruffian - Spy			2d10		1d6		1d3		1 (65%)		1 (25%)		1 (10%)
 Ruffian - Thug			5d20		4d6		2d6		1d3		1d2		1 (40%)
 Sage	  			1d6		1d2		1 (65%)		1 (15%)		1 (5%)		None
 Spellcaster			-----  Varies by Spell Level ---- 
Henchmen
 Normal Men			4d100		5d20		4d8		3d4		1d6		1d2
 Level 1			5d10		2d6		1d4		1d2		1 (65%)		1 (20%)
 Level 2			3d10 		2d4		1d3		1		1 (40%)		1 (15%)
 Level 3			1d10		1d3		1 (85%)		1 (33%)		1 (15%)		1 (5%)
 Level 4			1d6		1d2		1 (45%)		1 (15%)		1 (5%)		None
*Mounted crossbowmen are only found in Dwarven settlements. Wolf Riders are only found in Chaotic-aligned settlements.

Market Class	     Cost Per Week Per Hireling Type
I      		     1d6+15gp
II		     1d10+10gp
III		     1d8+5gp
IV		     1d6+3gp
V		     1d6gp
VI		     1d3gp

Hirelings are recruited through negotiation. The Judge plays the roles of the NPCs the PCs attempt to hire. The PCs will have to explain what the job entails and the rates of pay. Henchmen are typically hired for a share of treasure (at least 15% of the employer's income) and monthly fee for food, lodging and expenses (based on level, see below). Mercenaries and specialists are typically hired for a flat monthly fee, which varies depending on the type of specialist or mercenary (see below). Henchmen, mercenaries, and specialists will have equipment appropriate to their profession, class, or level. Adventurers may provide additional equipment to their hirelings. 

Reaction to Hiring Offer
Adjusted Die Roll	Result
2-	     		Refuse and slander
3-5			Refuse
6-8			Try Again
9-11			Accept
12+			Accept with élan

After the offers are made, the Judge will make a reaction roll of 2d6 on the Reaction to Hiring Offer table to decide the potential hireling’s reactions, modified by the prospective employer’s Charisma bonus or penalty The Judge may apply any other adjustments he or she feels are appropriate (a bonus of +1 for higher-than-average pay, signing bonuses, or equipment; a -1 penalty if the adventurer offers poor terms or a very risky job).
Refuse and slander means that all further reaction rolls made toward that adventurer in the given town or region will be at a penalty of -1 due to unkind words said by the NPC to his fellows.  If the adventurer tries again in a different town, the penalty does not apply. Refuse simply means the NPC declines the offer. 
If a Try again result is rolled, the potential hireling is reluctant, and needs more convincing; the adventurer must “sweeten” the deal in order to get an additional roll, such as by offering more pay, a magic item, or other appealing suggestion.  If the adventurer makes no better offer, treat Try again as a Refusal result.
Accept means that the NPC has agreed to become the character’s hireling for the stated terms. Accept with élan means the offer is accepted with very good spirit, and the hireling’s morale rolls receive a bonus of +1.

Henchmen
Henchmen should be rolled up with ability scores, classes, hit points, and equipment, just like player characters. Henchmen are typically hired for a share of treasure (at least 15% of the employer's income) and a monthly fee for food, lodging and expenses. A henchmen’s monthly fee is based on his level, as noted on the Henchmen Monthly Fee table, below. 
When they are hired, potential henchmen should be of lower level than their employer.  A first level character can only hire normal men as henchmen; second level characters can only hire first level characters; and so on. There is no way for the henchmen to directly know the level of the PC employer, but if a henchman ever concludes he is more powerful than his employer, it is cause for an immediate Henchman Loyalty roll (see below). Note that henchmen of greater than 4th level are not generally for hire on the market, though they can sometimes be found on adventures.   

Henchmen Monthly Fee
Class Level	 Monthly Wage (gp)
0     		 12
1		 25			
2		 50			
3		 100			
4		 200			
5		 400			
6		 800			
7		 1,600
8		 3,000
9		 7,250
10		 12,000
11		 32,000
12		 50,000
13		 135,000
14		 350,000

Morale: All henchmen have a morale score, which is generally 0 plus the employer's Charisma bonus or penalty. This rating can be adjusted at the Judge’s discretion. It can be increased if the PC has been particularly good to the henchman, or reduced if the PC has been cruel or contrary to his word. 
Morale rolls are made each time the henchman suffers a calamity. A calamity includes suffering an energy drain, a curse, a magical disease, or being nearly killed (Judge’s discretion). In addition, the Judge should make a morale roll for each henchman at the end of each adventure whenever the henchman has leveled up, to determine if the henchman strikes off on his own or remains with the adventurer.  The Judge will roll 2d6 on the Henchman Loyalty table, adding the henchman’s morale, to decide how the henchman responds to the recent events.  The Judge may apply adjustments to this roll, probably no more than +/-2, if the henchman is particularly well or poorly paid. 

Henchman Loyalty 
Adjusted Die Roll (2d6)		Result
2-	     	  		Hostility
3-5				Resignation
6-8				Grudging Loyalty
9-11				Loyalty
12+				Fanatic Loyalty

Hostility means that the henchman will leave the service of the character, and will consider him a rival and enemy in the future. The henchman can never be attracted to the character’s employ again. A result of Resignation means the henchman will leave the character’s employment, but he bears no ill will to his former master, and could be recruited to work for the character again in the future. 
Grudging Loyalty means the henchman is reluctant to continue in the character’s service, but sees no better options. If the character does not make any improvements to the terms of service, the henchman’s next loyalty roll will be at a -1 penalty. 
Loyalty means that the NPC will continue in the character’s service with enthusiasm. Fanatic Loyalty means the henchman has become a dedicated and sworn servant of the character. All future morale rolls will be at +2. 
A henchman’s morale score is permanently decreased by 1 each time he suffers a calamity, and permanently increased by 1 each time he gains a level while in the adventurer’s service. 
A player character may hire at most 4 henchmen, adjusted by the character's Charisma bonus or penalty.  Any attempts to hire more than this number of henchmen will cause the character to lose one of his existing henchmen. Mercenaries and specialists do not count toward a character’s maximum number of henchmen, since they do not require the same level of personal loyalty. 
Experience: Henchmen gain experience when they participate in an adventure; however, as they are under the command of a player character, only one-half of a share of XP is allocated to each henchman.  See Earning Experience from Adventures for more information.

Mercenaries
Mercenaries are generally hired to garrison a stronghold or wage war in military campaigns. Mercenaries will not accompany their employers on highly dangerous adventurers such as dungeon exploration unless they become henchmen. The Judge should determine what constitutes a military campaign and what constitutes an adventure depending on the overall circumstances.
The Mercenary Troop Type table below list the typical wages of mercenary types based on type. The costs listed are the mercenaries’ wages only. The cost of armorers to make and repair troop armor and weapons, stablehands to groom horses, caravans to provide supplies while in the field, and other miscellaneous expenses are not included. Mercenaries in garrison need only be paid their wages, but mercenaries on campaign will expect a share of military plunder in addition to wages.

    	      	    	       	     	      	      	       		       	     	      Gp Wage per Month
Mercenary Troop Type				      	       		 		      Man     Dwarf	Elf	Goblin	Orc
Peasants (spear)				      	       		 		      3       -		-	-	-
Light Infantry (spear, short sword, shield, leather armor)     		 		      6       -		10	3	6
Heavy Infantry (spear, sword, shield, banded plate armor)      		 		      12      18	24	-	9
Slingers (sling, short sword, shield, leather armor)	       		 		      6       -		-	3	-
Bowmen (short bow, short sword, leather armor)		       		 		      9       -		21	3	6
Crossbowmen (arbalest, short sword, chainmail)		       		 		      18      21	-	-	12
Longbowmen (long bow, sword, chainmail)			       		 		      18      -		42	-	-
Light Cavalry (lance, sword, shield, leather armor, light warhorse)	 		      30      -		60	-	-
Mounted Crossbowmen (crossbow, short sword, chainmail, mule)		 		      -	      45	-	-	-
Horse Archers (composite bow, scimitar, leather armor, light warhorse)	 		      45      -		90	-	-
Medium Cavalry (lance, sword, shield, lamellar, medium warhorse)	 		      45      -		-	-	-
Heavy Cavalry (lance, sword, shield, plate armor, chain barded medium warhorse)		      60      -		-	-	-
Cataphract Cavalry (composite bow, sword, shield, plate, chain barded medium warhorse)	      75      - 	140	-	-
Beast Riders (spear, short sword, shield, leather or scale armor, dire wolf or giant boar)    -	      -		-	15	35

Mercenary Type	     	   	  	  	  Base Morale
Peasants, Conscripts/Militia			  -2
Barbarians, Light Infantry, Bowmen, Slingers	  -1
Heavy Infantry, Longbowmen, Crossbowmen		  0
Light Cavalry, Medium cavalry, Horse Archers	  +1
Heavy Cavalry, Cataphract Cavalry    		  +2
Fanatics, Berserkers	  			  +4

Mercenaries have morale like henchmen, but mercenary morale is based on their training and equipment rather than the personal magnetism of their employers. Mercenaries may have additional bonuses or penalties to morale based on working conditions. If the mercenaries are being killed frequently or subjected to other abuses, morale will be low. If the mercenaries are enjoying riches and excitement, it might be higher. All of these factors are considered by the Judge.

Specialists
Below are several possible specialists and typical monthly pay rates. This list is not exhaustive, and the Judge may create more kinds of specialists as needed using the rules in the Proficiencies chapter. Player characters with appropriate proficiencies may act as specialists if desired. 

Alchemist (250gp/month): Alchemists are valuable specialists because they dedicate their expertise to creating potions and other concoctions. They may work as assistants to mages to help them create potions. They may also research new potions as if they were 5th level mages, but at twice the base time and cost. See Magic Research in Chapter 7.
Animal Trainer (25gp to 250gp/month): Characters wishing to ride hippogriffs or employ carnivorous apes as guards will need the assistance of an animal trainer.  The lowest cost above is for a standard animal trainer, able to train one type of “normal” animal such as warhorses; those able to train more than one sort of animal, or to train monsters such as hippogriffs, are more expensive to hire. The Judge decides how long an animal must be trained, based on the nature of the training. It will take a minimum of 1 month to tame a wild animal. Likewise it takes a minimum of one month to teach an already tame animal one behavior. After the first month, an animal has become accustomed to a trainer and can be taught additional behaviors at half the time per behavior. If training is interrupted, all time already spent on that particular behavior is lost. 
If an animal is being tamed and the time is interrupted, the animal will rebel and cannot ever be tamed. In some cases, animal training may take years, a fact that adventurers may find inconvenient as well as expensive.  A single animal trainer can train and manage no more than 6 animals at a time. Once an animal is fully trained and put into service the animal trainer won't be needed to handle it any longer.
Armorer (75gp/month): Each month, an armorer can make 40gp worth of weapons, armor, or shields. In addition to being hired for producing weapons and armor, armorers must be hired at the frequency of 1 per 60 troops in order maintain fix armor and weapons. Armorers may be assisted by up to two journeymen (20gp/month) and four apprentices (10gp/month). An armorer with one journeyman and two apprentices produces 100gp per month and can maintain 150 troops; an armorer with two journeymen and four apprentices produces 160gp per month and can maintain 240 troops. 
Engineer (250gp/month): Engineers plan and oversee large construction projects, such as building strongholds. The number of engineers required is based on the value of the project. A minimum of 1 engineer is needed, with an additional engineer per 100,000gp value of the project. For example, if a project is 60,000gp it will require 1 engineer, and if it is 200,000gp it will require 2 engineers. Human engineers usually handle large aboveground structures, while dwarves are usually hired for underground construction.  
Healer (healer 1gp/day/patient, physicker 2gp/day/patient, chirugeon 4gp/day/patient): Healers are trained to treat wounds and diagnose illnesses. Being treated by a healer requires clean, sanitary conditions and bed rest. A patient under treatment of any healer regains an extra 1d3 hit points per day. In addition, physickers can non-magically neutralize poison, cure disease, or cure light wounds with a proficiency throw of 18+ once per day per patient. Highly skilled chirugeons can non-magically neutralize poison, cure disease, or cure serious wounds with a proficiency throw of 14+ once per day per patient. A normal healer can treat up to three patients per day, a physicker can treat up to four patients per day, and a chirugeon can treat up to five patients per day. 
Mariner (rowers, 3gp/month; sailors 6gp/month; navigator 25gp/month; captain 100gp/month): Rowers are unskilled normal humans who man oars of vessels. Sailors are skilled normal humans who can handle a ship. The navigator understands how to read charts and navigate based on instruments and the position of the stars. He is required any time a ship will venture beyond sight of a coast. A captain is required for any large ship, is skilled like a sailor, and has more intimate knowledge of the particular coasts he frequents. In general, all such characters are normal men, and are not armored; they will usually be armed with clubs, daggers, or short swords.  
Ruffian (carousers, 6gp/month; footpads, 25gp/month; reciters, 25gp/month; spy 125gp/month; thug 25gp/month): Ruffians are specialists in petty crime. Carousers are 0th level brawlers and hoodlums that populate inns and taverns. Reciters are 1st level bards. Footpads are 1st level thieves. Spies are 4th level thieves. Thugs are 1st level assassins. Ruffians are hired on a monthly basis. They can be used as enforcers or muscle, or sent on various hijinks, such as assassinating, carousing, spying, stealing, or treasure-hunting. Ruffians hired for hijinks will expect their employer to bail them out of trouble should they be caught. (See the Hideouts and Hijinks section in Chapter 7 for more information.) Ruffians will not go on adventures unless recruited as henchmen, but may gain XP from hijinks. Ruffians who advance in level from successful hijinks will earn higher wages; use the Henchmen Monthly Fee table for high level ruffians. Ruffians may or may not be reliable, and could stab the hiring character in the back (maybe literally!).
Sage (500gp/month): Sages are rare; they usually specialize in a subject area, such as a sage specialist in dragons. Sages may be consulted for information. If the information is particularly difficult to obtain, it will cost the characters extra. Characters may have to pay the monthly rate in addition to any other supplies the sage needs to research their question. The Judge will decide these costs. Despite the special knowledge sages have, they are occasionally wrong when it comes to particularly obscure questions. The Judge will decide what questions are obscure and the probability of achieving a wrong answer. If the characters receive a wrong answer, they may not realize it!
Spellcaster (Various): Spellcasters are arcane and divine casters retained to cast a spell for an adventuring party. Most often these are clerics asked to cast cure disease, remove curse, restore life and limb, and so on, but mages may be sought out from time to time as well. The Spell Availability by Market table shows how many divine and arcane spellcasters capable of casting a given spell level can be found in any given market. Each spellcaster will be able to cast a spell of the given level once per day. The cost per casting is listed for each spell level as well. Just because a spellcaster can be found does not mean he will cast a spell for the adventurer – he must still be recruited through negotiation. Clerics will never cast spells for adventurers of opposite alignment, and may charge double if the adventurers do not belong to their faith. 

Spell Availability by Market
Spell Type and Level	Cost	Class I   Class II   Class III   Class IV   Class V   Class VI  
Divine-1st level	10gp	2d3x100	  4d4x10     5d10  	 4d6   	    2d6	      1d6
Divine-2nd level	40gp	8d10	  4d6	     2d6	 2d3	    1d3	      1d2
Divine-3rd level	150gp	2d6	  2d3	     2d3	 1d2	    1d2-1     -
Divine-4th level	325gp	2d6	  2d3	     2d3	 1d2	    1d2-1     -
Divine-5th level	500gp	1d6	  1d4	     1d4	 1d2-1	    -	      -
Arcane-1st level	5gp	2d4x100	  2d10x10    2d4x10	 3d10	    2d6	      1d4
Arcane-2nd level	20gp	2d6x10	  6d6	     2d6	 2d4	    1d4	      1d2
Arcane-3rd level	75gp	4d6	  2d6	     2d3	 1d4	    1d2	      -
Arcane-4th level	325gp	2d4	  2d3	     1d4	 1d2	    1d2-1     -
Arcane-5th level	1,250gp	1d4	  1d4	     1d2	 -	    -	      -
Arcane-6th level	4,500gp	1d3	  1d3	     1d2-1	 -	    -	      -

EXAMPLE: Quintus has been slain, while his companions (Balbus, Creven, and Marcus) have been infected with lycanthropy in a battle with wererats. The adventurers travel to a Class III market to seek restore life and limb for Quintus and cure disease for the rest of the party. The Judge rolls on the Spell Availability by Market table to determine the availability of these spells. 
Cure disease is a 3rd level spell, so the Judge rolls 1d3 to determine how many spell castings are available. Unfortunately, he rolls a 1, so only one cure disease spell is available each day. Restore life and limb is a 5th level spell, so the Judge rolls 1d2-1. He scores another 1, -1, yielding 0. No restore life and limb spells are available in town at all! The adventurers must decide whether to stay in town the three days necessary to get everyone cured of lycanthropy, or to press on immediately to try to find a cleric who can raise Quintus.
